Locationabbr,Locationdesc,Class,Topic,Question,Response,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,GeoLocation
NY,New York,HIV-AIDS,HIV Test,Have you ever been tested for HIV?,Yes,"2,495",45.5,43.9,47.1,"3,652",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,HIV-AIDS,HIV Test,Have you ever been tested for HIV?,No,"3,532",54.5,52.9,56.1,"3,653",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,"1,185",60,57.2,62.8,"3,044",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Immunization,Flu Shot,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,758,40,37.2,42.8,"3,045",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,"1,250",65.4,62.7,68.2,"3,082",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Immunization,Pneumonia Vaccination,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,612,34.6,31.8,37.3,"3,083",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Immunization,Shingle Vaccination,Have you ever had the shingles or zoster vaccine?,Yes,821,17.8,16.3,19.2,"3,120",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Immunization,Shingle Vaccination,Have you ever had the shingles or zoster vaccine?,No,"3,061",82.2,80.8,83.7,"3,121",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Injury,Drink and Drive,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have driven after having too much to drink,58,1.8,1.3,2.4,"3,206",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Injury,Drink and Drive,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have not driven after having too much to drink,"3,480",98.2,97.6,98.8,"3,207",%,"(42.82700103200045, -75.54397042699964)"
NC,North Carolina,Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,No,"6,566",93.4,92.8,94,757,%,"(35.466220975000454, -79.15925046299964)"
NY,New York,Injury,Seatbelt Use,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Always Wears a Seatbelt,"5,569",87.2,86,88.4,"3,160",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Injury,Seatbelt Use,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Does Not Always Wear a Seatbelt,728,12.8,11.6,14,"3,161",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,253,14.9,12.7,17.1,"1,168",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Oral Health,All Teeth Removed,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,"1,743",85.1,82.9,87.3,"1,169",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Oral Health,Dental Visit,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),Yes,"4,753",67.3,65.9,68.8,"1,206",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Oral Health,Dental Visit,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),No,"2,058",32.7,31.2,34.1,"1,207",%,"(42.82700103200045, -75.54397042699964)"
NC,North Carolina,Demographics,Age,What is your age?,65+ years,"2,329",19.3,18.4,20.1,"1,352",%,"(35.466220975000454, -79.15925046299964)"
NY,New York,Oral Health,Teeth Removed,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),Yes,"3,536",47.3,45.7,48.8,"1,122",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Oral Health,Teeth Removed,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),No,"3,176",52.7,51.2,54.3,"1,123",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),"1,676",27,25.6,28.4,"2,613",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),"2,191",34.1,32.6,35.6,"2,612",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"2,328",37,35.5,38.6,"2,611",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),130,1.9,1.5,2.3,"2,610",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,"5,122",74.1,72.8,75.5,481,%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Physical Activity,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,"1,723",25.9,24.5,27.2,482,%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),Yes,869,41.8,39.1,44.6,"3,452",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Prostate Cancer,PSA Test,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),No,971,58.2,55.4,60.9,"3,453",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,835,14.4,13.3,15.5,"2,701",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,"5,573",85.6,84.5,86.7,"2,702",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Every day,41,1.1,0.7,1.4,"2,839",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Some days,63,1.4,1,1.8,"2,840",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Tobacco Use,Smokeless Tobacco,"Do you currently use chewing tobacco, snuff, or snus?",Not at all,"6,286",97.6,97,98.1,"2,841",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,549,9.5,8.5,10.4,"2,747",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke some days,286,4.9,4.2,5.6,"2,748",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,"1,853",23.6,22.4,24.8,"2,749",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Tobacco Use,Smoker Status,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,"3,720",62,60.5,63.5,"2,750",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,"1,391",78.6,76.2,81,"3,328",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,363,21.4,19,23.8,"3,329",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,"1,725",75.5,73.3,77.8,"3,290",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,547,24.5,22.2,26.7,"3,291",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,"2,095",75,73,77.1,"3,250",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,683,25,22.9,27,"3,251",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,"2,227",76,73.8,78.2,"3,366",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,642,24,21.8,26.2,"3,367",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,"1,743",82.6,80.5,84.8,"3,410",%,"(42.82700103200045, -75.54397042699964)"
NY,New York,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,330,17.4,15.2,19.5,"3,411",%,"(42.82700103200045, -75.54397042699964)"
NC,North Carolina,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,"2,991",46.2,44.7,47.6,"2,911",%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,"3,882",53.9,52.4,55.3,"2,912",%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,Yes,492,5,4.4,5.5,573,%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Alcohol Consumption,Binge Drinking,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)",Yes,701,13.6,12.5,14.7,"2,957",%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Alcohol Consumption,Binge Drinking,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)",No,"6,096",86.4,85.3,87.5,"2,958",%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,No,"6,727",95,94.5,95.6,574,%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Alcohol Consumption,Heavy Drinking,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),Yes,311,5.1,4.4,5.7,"3,003",%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Alcohol Consumption,Heavy Drinking,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),No,"6,493",94.9,94.3,95.6,"3,004",%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),Yes,"2,513",27.7,26.5,28.8,894,%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),No,"4,735",72.3,71.2,73.5,895,%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),Yes,568,7.8,7,8.5,710,%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),No,"6,676",92.2,91.5,93,711,%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),Yes,826,11.5,10.5,12.4,664,%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),No,"6,439",88.5,87.6,89.5,665,%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,Yes,456,5.1,4.5,5.6,527,%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,No,"6,781",94.9,94.4,95.5,528,%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,Yes,366,3.7,3.3,4.2,619,%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,No,"6,900",96.3,95.8,96.7,620,%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Chronic Health Indicators,COPD,Ever told you have COPD?,Yes,648,7.8,7.1,8.5,848,%,"(35.466220975000454, -79.15925046299964)"
NC,North Carolina,Chronic Health Indicators,COPD,Ever told you have COPD?,No,"6,598",92.2,91.5,92.9,849,%,"(35.466220975000454, -79.15925046299964)"
